X0 X1 X2
X1487 75 76
X1488 74 87
X1489 74 82
X1490 80 85
X1491 82 82
X1492 82 88
X1493 91 95
X1494 95 104
X1495 76 86
X1496 89 99
X1497 83 92
X1498 91 96
X1499 89 93
X1500 96 111
X1501 101 101
X1502 102 114
X1503 77 83
X1504 81 94
X1505 80 81
X1506 84 91
X1507 84 93
X1508 98 109
X1509 89 93
X1510 103 103
X1511 88 95
X1512 87 99
X1513 97 104
X1514 107 108
X1515 98 106
X1516 106 110
X1517 94 105
X1518 109 118
X1519 86 86
X1520 96 103
X1521 96 98
X1522 99 103
X1523 90 97
X1524 103 103
X1525 107 121
X1526 108 124
X1527 88 94
X1528 92 96
X1529 93 105
X1530 110 119
X1531 95 100
X1532 99 102
X1533 96 109
X1534 113 113
X1535 59 65
X1536 71 73
X1537 62 71
X1538 73 75
X1539 75 81
X1540 73 83
X1541 72 76
X1542 80 86
X1543 74 79
X1544 77 77
X1545 70 81
X1546 80 93
X1547 78 79
X1548 89 91
X1549 87 94
X1550 89 95
X1551 70 70
X1552 69 77
X1553 63 74
X1554 73 77
X1555 75 75
X1556 76 79
X1557 83 87
X1558 85 93
X1559 71 74
X1560 76 85
X1561 82 87
X1562 87 88
X1563 79 79
X1564 76 84
X1565 87 94
X1566 90 100
X1567 73 76
X1568 74 77
X1569 70 76
X1570 84 85
X1571 72 76
X1572 79 80
X1573 79 87
X1574 90 94
X1575 76 76
X1576 75 84
X1577 80 83
X1578 80 84
X1579 76 84
X1580 87 92
X1581 98 99
X1582 92 106
X1583 66 74
X1584 74 78
X1585 79 87
X1586 79 87
X1587 81 82
X1588 80 84
X1589 84 84
X1590 90 100
X1591 76 78
X1592 72 83
X1593 90 90
X1594 86 95
X1595 79 82
X1596 93 93
X1597 90 100
X1598 98 103
X1599 59 68
X1600 74 74
X1601 77 80
X1602 77 84
X1603 71 75
X1604 79 85
X1605 71 76
X1606 83 88
X1607 70 77
X1608 69 79
X1609 77 78
X1610 83 89
X1611 74 81
X1612 83 87
X1613 75 83
X1614 85 89
X1615 69 79
X1616 85 88
X1617 92 93
X1618 89 97
X1619 76 85
X1620 89 99
X1621 86 96
X1622 99 107
X1623 76 81
X1624 83 87
X1625 90 91
X1626 88 93
X1627 88 89
X1628 89 97
X1629 89 95
X1630 96 108
X1631 76 79
X1632 78 87
X1633 76 79
X1634 87 93
X1635 74 83
X1636 81 92
X1637 78 89
X1638 79 88
X1639 85 98
X1640 91 94
X1641 85 92
X1642 93 108
X1643 94 94
X1644 91 104
X1645 96 103
X1646 94 107
X1647 80 81
X1648 87 91
X1649 81 88
X1650 91 93
X1651 80 87
X1652 83 87
X1653 91 98
X1654 92 98
X1655 82 93
X1656 85 92
X1657 90 90
X1658 98 104
X1659 86 97
X1660 91 104
X1661 98 110
X1662 107 114
X1663 70 71
X1664 70 72
X1665 70 75
X1666 75 80
X1667 70 72
X1668 74 79
X1669 72 77
X1670 75 77
X1671 73 76
X1672 73 86
X1673 75 80
X1674 82 83
X1675 65 76
X1676 78 81
X1677 80 80
X1678 85 89
X1679 67 76
X1680 77 85
X1681 72 81
X1682 85 88
X1683 86 86
X1684 94 96
X1685 86 94
X1686 90 93
X1687 79 81
X1688 86 94
X1689 85 99
X1690 86 98
X1691 87 91
X1692 91 104
X1693 90 100
X1694 107 113
X1695 72 77
X1696 80 84
X1697 77 85
X1698 89 96
X1699 83 91
X1700 100 103
X1701 88 90
X1702 103 104
X1703 80 88
X1704 86 97
X1705 86 93
X1706 93 102
X1707 82 91
X1708 94 97
X1709 91 105
X1710 98 109
X1711 78 80
X1712 84 94
X1713 83 84
X1714 90 99
X1715 80 84
X1716 83 92
X1717 84 91
X1718 88 91
X1719 86 91
X1720 89 93
X1721 86 101
X1722 99 111
X1723 100 100
X1724 101 116
X1725 100 102
X1726 107 110
X1727 80 80
X1728 78 88
X1729 82 88
X1730 94 100
X1731 92 98
X1732 98 107
X1733 90 99
X1734 105 110
X1735 86 92
X1736 95 100
X1737 92 96
X1738 93 97
X1739 88 93
X1740 102 109
X1741 101 105
X1742 111 130
X1743 79 79
X1744 87 95
X1745 84 92
X1746 94 108
X1747 79 91
X1748 88 91
X1749 88 94
X1750 100 102
X1751 90 94
X1752 105 106
X1753 89 99
X1754 100 109
X1755 99 116
X1756 106 123
X1757 106 117
X1758 107 119
X1759 83 91
X1760 92 105
X1761 92 93
X1762 88 101
X1763 82 91
X1764 90 93
X1765 89 94
X1766 98 112
X1767 80 92
X1768 88 98
X1769 89 90
X1770 93 104
X1771 91 91
X1772 90 101
X1773 90 97
X1774 104 112
X1775 92 104
X1776 94 103
X1777 95 103
X1778 104 107
X1779 94 107
X1780 104 108
X1781 93 107
X1782 103 118
X1783 93 93
X1784 92 106
X1785 98 103
X1786 109 125
X1787 88 98
X1788 97 108
X1789 99 113
X1790 110 122
X1791 69 71
X1792 71 79
X1793 78 84
X1794 80 87
X1795 75 84
X1796 86 98
X1797 88 93
X1798 92 92
X1799 70 81
X1800 76 88
X1801 80 87
X1802 88 102
X1803 75 85
X1804 87 100
X1805 83 95
X1806 103 103
X1807 76 79
X1808 84 86
X1809 81 87
X1810 95 95
X1811 77 90
X1812 81 93
X1813 91 98
X1814 91 100
X1815 71 82
X1816 80 86
X1817 86 86
X1818 93 99
X1819 81 92
X1820 84 91
X1821 93 97
X1822 95 102
X1823 76 82
X1824 77 83
X1825 85 87
X1826 89 100
X1827 78 84
X1828 94 94
X1829 80 89
X1830 89 99
X1831 84 96
X1832 97 100
X1833 88 92
X1834 96 103
X1835 93 103
X1836 107 117
X1837 104 105
X1838 111 114
X1839 90 92
X1840 91 97
X1841 104 104
X1842 100 116
X1843 86 94
X1844 96 109
X1845 95 103
X1846 106 120
X1847 90 103
X1848 91 102
X1849 89 99
X1850 95 106
X1851 91 105
X1852 93 107
X1853 107 113
X1854 120 120
X1855 68 77
X1856 82 84
X1857 80 83
X1858 85 96
X1859 82 95
X1860 88 98
X1861 95 95
X1862 91 103
X1863 77 84
X1864 85 93
X1865 85 94
X1866 100 101
X1867 88 97
X1868 94 99
X1869 101 103
X1870 102 103
X1871 81 82
X1872 86 88
X1873 79 83
X1874 87 89
X1875 88 88
X1876 93 97
X1877 87 95
X1878 93 102
X1879 84 89
X1880 91 96
X1881 86 99
X1882 95 106
X1883 90 95
X1884 92 98
X1885 94 104
X1886 111 118
X1887 88 88
X1888 90 93
X1889 87 95
X1890 87 97
X1891 79 83
X1892 88 95
X1893 88 97
X1894 101 109
X1895 79 81
X1896 83 93
X1897 83 90
X1898 91 106
X1899 84 95
X1900 92 101
X1901 102 104
X1902 107 110
X1903 86 86
X1904 88 101
X1905 89 96
X1906 89 99
X1907 86 90
X1908 94 98
X1909 103 107
X1910 101 112
X1911 84 91
X1912 86 89
X1913 89 93
X1914 93 101
X1915 95 102
X1916 99 102
X1917 95 102
X1918 104 117
X1919 69 76
X1920 76 79
X1921 80 82
X1922 93 96
X1923 80 86
X1924 86 94
X1925 84 86
X1926 91 102
X1927 82 84
X1928 79 89
X1929 89 92
X1930 97 97
X1931 78 79
X1932 86 97
X1933 87 93
X1934 96 105
X1935 83 92
X1936 95 95
X1937 84 89
X1938 95 98
X1939 87 94
X1940 88 94
X1941 99 101
X1942 104 106
X1943 87 96
X1944 88 96
X1945 86 90
X1946 97 103
X1947 86 91
X1948 92 95
X1949 99 109
X1950 100 113
X1951 77 90
X1952 87 102
X1953 88 99
X1954 96 101
X1955 78 85
X1956 92 94
X1957 95 100
X1958 98 99
X1959 81 81
X1960 90 97
X1961 88 88
X1962 101 101
X1963 92 104
X1964 93 106
X1965 99 114
X1966 108 112
X1967 94 95
X1968 102 113
X1969 92 107
X1970 102 111
X1971 87 101
X1972 108 110
X1973 107 119
X1974 108 121
X1975 91 105
X1976 98 105
X1977 105 105
X1978 112 129
X1979 105 116
X1980 115 115
X1981 106 116
X1982 108 124
X1983 80 82
X1984 87 100
X1985 97 97
X1986 97 109
X1987 100 100
X1988 102 112
X1989 105 111
X1990 112 113
X1991 87 102
X1992 95 101
X1993 96 108
X1994 115 115
X1995 94 107
X1996 109 118
X1997 109 110
X1998 118 133
X1999 83 98
X2000 88 100
X2001 98 109
X2002 105 107
X2003 92 105
X2004 108 111
X2005 112 116
X2006 113 120
X2007 90 96
X2008 104 107
X2009 105 120
X2010 113 126
X2011 101 114
X2012 119 131
X2013 120 134
X2014 125 146
X2015 88 90
X2016 85 93
X2017 84 95
X2018 92 97
X2019 89 101
X2020 96 106
X2021 101 102
X2022 113 122
X2023 103 114
X2024 107 116
X2025 99 114
X2026 118 126
X2027 109 109
X2028 109 123
X2029 105 118
X2030 112 125
X2031 90 95
X2032 95 110
X2033 103 110
X2034 111 120
X2035 103 106
X2036 115 124
X2037 118 121
X2038 120 136
X2039 111 113
X2040 109 118
X2041 109 120
X2042 112 125
X2043 110 125
X2044 122 128
X2045 125 140
X2046 136 140
